Lat,Lon,bus_id,representative_id
41.1,-73.62,0,44
41.1,-73.4,1,44
41.32,-73.4,2,44
41.32,-73.18,3,79
41.32,-72.96,4,79
41.32,-72.74,5,39
41.32,-72.52,6,39
41.32,-72.3,7,39
41.54,-73.4,8,39
41.54,-73.18,9,39
41.54,-72.96,10,44
41.54,-72.74,11,44
41.54,-72.52,12,39
41.54,-72.3,13,39
41.54,-72.08,14,39
41.54,-71.86,15,39
41.54,-71.64,16,39
41.54,-71.2,17,39
41.54,-70.98,18,44
41.76,-73.4,19,39
41.76,-73.18,20,39
41.76,-72.96,21,44
41.76,-72.74,22,79
41.76,-72.52,23,44
41.76,-72.3,24,39
41.76,-72.08,25,39
41.76,-71.86,26,39
41.76,-71.64,27,39
41.76,-71.42,28,79
41.76,-71.2,29,44
41.76,-70.98,30,44
41.76,-70.76,31,39
41.76,-70.54,32,44
41.76,-70.1,33,44
41.98,-73.4,34,122
41.98,-73.18,35,39
41.98,-72.96,36,39
41.98,-72.74,37,39
41.98,-72.52,38,39
41.98,-72.3,39,39
41.98,-72.08,40,39
41.98,-71.86,41,39
41.98,-71.64,42,39
41.98,-71.42,43,44
41.98,-71.2,44,44
41.98,-70.98,45,44
41.98,-70.76,46,44
42.2,-73.4,47,122
42.2,-73.18,48,39
42.2,-72.96,49,39
42.2,-72.74,50,39
42.2,-72.52,51,44
42.2,-72.3,52,39
42.2,-72.08,53,39
42.2,-71.86,54,44
42.2,-71.64,55,44
42.2,-71.42,56,44
42.2,-71.2,57,79
42.2,-70.98,58,79
42.2,-70.76,59,44
42.42,-73.18,60,39
42.42,-72.96,61,39
42.42,-72.74,62,39
42.42,-72.52,63,122
42.42,-72.3,64,39
42.42,-72.08,65,39
42.42,-71.86,66,39
42.42,-71.64,67,44
42.42,-71.42,68,44
42.42,-71.2,69,79
42.64,-73.18,70,39
42.64,-72.96,71,122
42.64,-72.74,72,122
42.64,-72.52,73,122
42.64,-72.3,74,39
42.64,-72.08,75,39
42.64,-71.86,76,39
42.64,-71.64,77,39
42.64,-71.42,78,44
42.64,-71.2,79,79
42.64,-70.98,80,79
42.64,-70.76,81,44
42.86,-73.18,82,122
42.86,-72.96,83,164
42.86,-72.74,84,39
42.86,-72.52,85,122
42.86,-72.3,86,122
42.86,-72.08,87,39
42.86,-71.86,88,39
42.86,-71.64,89,122
42.86,-71.42,90,44
42.86,-71.2,91,44
42.86,-70.98,92,44
43.08,-73.18,93,164
43.08,-72.96,94,164
43.08,-72.74,95,192
43.08,-72.52,96,122
43.08,-72.3,97,122
43.08,-72.08,98,164
43.08,-71.86,99,122
43.08,-71.64,100,122
43.08,-71.42,101,122
43.08,-71.2,102,122
43.08,-70.98,103,39
43.08,-70.76,104,44
43.3,-73.18,105,164
43.3,-72.96,106,164
43.3,-72.74,107,122
43.3,-72.52,108,122
43.3,-72.3,109,122
43.3,-72.08,110,122
43.3,-71.86,111,192
43.3,-71.64,112,122
43.3,-71.42,113,122
43.3,-71.2,114,164
43.3,-70.98,115,122
43.3,-70.76,116,196
43.52,-73.18,117,164
43.52,-72.96,118,122
43.52,-72.74,119,122
43.52,-72.52,120,164
43.52,-72.3,121,122
43.52,-72.08,122,122
43.52,-71.86,123,122
43.52,-71.64,124,122
43.52,-71.42,125,122
43.52,-71.2,126,122
43.52,-70.98,127,122
43.52,-70.76,128,196
43.52,-70.54,129,196
43.74,-73.18,130,164
43.74,-72.96,131,164
43.74,-72.74,132,122
43.74,-72.52,133,164
43.74,-72.3,134,122
43.74,-72.08,135,122
43.74,-71.86,136,122
43.74,-71.64,137,122
43.74,-71.42,138,192
43.74,-71.2,139,122
43.74,-70.98,140,122
43.74,-70.76,141,196
43.74,-70.54,142,196
43.74,-70.32,143,44
43.96,-73.4,144,164
43.96,-73.18,145,164
43.96,-72.96,146,164
43.96,-72.74,147,122
43.96,-72.52,148,164
43.96,-72.3,149,164
43.96,-72.08,150,122
43.96,-71.86,151,122
43.96,-71.64,152,192
43.96,-71.42,153,122
43.96,-71.2,154,122
43.96,-70.98,155,122
43.96,-70.76,156,196
43.96,-70.54,157,196
43.96,-70.32,158,196
43.96,-70.1,159,196
43.96,-69.66,160,196
43.96,-69.22,161,196
44.18,-73.18,162,164
44.18,-72.96,163,164
44.18,-72.74,164,164
44.18,-72.52,165,122
44.18,-72.3,166,164
44.18,-72.08,167,122
44.18,-71.86,168,164
44.18,-71.64,169,164
44.18,-71.42,170,122
44.18,-71.2,171,192
44.18,-70.98,172,192
44.18,-70.76,173,122
44.18,-70.54,174,122
44.18,-70.32,175,196
44.18,-70.1,176,196
44.18,-69.88,177,196
44.18,-69.66,178,196
44.18,-69.44,179,196
44.18,-69.22,180,196
44.4,-73.18,181,164
44.4,-72.96,182,164
44.4,-72.74,183,122
44.4,-72.52,184,122
44.4,-72.3,185,164
44.4,-72.08,186,164
44.4,-71.86,187,164
44.4,-71.64,188,122
44.4,-71.42,189,122
44.4,-71.2,190,192
44.4,-70.98,191,192
44.4,-70.76,192,192
44.4,-70.54,193,196
44.4,-70.32,194,192
44.4,-70.1,195,196
44.4,-69.88,196,196
44.4,-69.66,197,196
44.4,-69.44,198,196
44.4,-69.22,199,196
44.4,-69.0,200,196
44.4,-68.34,201,196
44.4,-67.9,202,292
44.62,-73.18,203,164
44.62,-72.96,204,164
44.62,-72.74,205,164
44.62,-72.52,206,122
44.62,-72.3,207,164
44.62,-72.08,208,164
44.62,-71.86,209,164
44.62,-71.64,210,164
44.62,-71.42,211,192
44.62,-71.2,212,192
44.62,-70.98,213,310
44.62,-70.76,214,192
44.62,-70.54,215,192
44.62,-70.32,216,310
44.62,-70.1,217,192
44.62,-69.88,218,196
44.62,-69.66,219,196
44.62,-69.44,220,196
44.62,-69.22,221,292
44.62,-69.0,222,196
44.62,-68.78,223,196
44.62,-68.56,224,292
44.62,-68.34,225,292
44.62,-68.12,226,292
44.62,-67.9,227,292
44.62,-67.68,228,292
44.62,-67.46,229,292
44.84,-73.18,230,164
44.84,-72.96,231,164
44.84,-72.74,232,164
44.84,-72.52,233,164
44.84,-72.3,234,164
44.84,-72.08,235,164
44.84,-71.86,236,164
44.84,-71.64,237,164
44.84,-71.42,238,122
44.84,-71.2,239,310
44.84,-70.98,240,310
44.84,-70.76,241,310
44.84,-70.54,242,192
44.84,-70.32,243,192
44.84,-70.1,244,310
44.84,-69.88,245,310
44.84,-69.66,246,196
44.84,-69.44,247,196
44.84,-69.22,248,196
44.84,-69.0,249,292
44.84,-68.78,250,292
44.84,-68.56,251,292
44.84,-68.34,252,292
44.84,-68.12,253,292
44.84,-67.9,254,292
44.84,-67.68,255,292
44.84,-67.46,256,292
44.84,-67.24,257,292
44.84,-67.02,258,292
45.06,-71.42,259,310
45.06,-71.2,260,164
45.06,-70.98,261,310
45.06,-70.76,262,310
45.06,-70.54,263,310
45.06,-70.32,264,310
45.06,-70.1,265,310
45.06,-69.88,266,192
45.06,-69.66,267,196
45.06,-69.44,268,196
45.06,-69.22,269,292
45.06,-69.0,270,196
45.06,-68.78,271,292
45.06,-68.56,272,292
45.06,-68.34,273,292
45.06,-68.12,274,292
45.06,-67.9,275,292
45.06,-67.68,276,292
45.06,-67.46,277,292
45.06,-67.24,278,292
45.28,-70.98,279,310
45.28,-70.76,280,310
45.28,-70.54,281,192
45.28,-70.32,282,310
45.28,-70.1,283,310
45.28,-69.88,284,310
45.28,-69.66,285,310
45.28,-69.44,286,310
45.28,-69.22,287,310
45.28,-69.0,288,310
45.28,-68.78,289,292
45.28,-68.56,290,292
45.28,-68.34,291,292
45.28,-68.12,292,292
45.28,-67.9,293,292
45.28,-67.68,294,292
45.5,-70.54,295,310
45.5,-70.32,296,310
45.5,-70.1,297,310
45.5,-69.88,298,310
45.5,-69.66,299,310
45.5,-69.44,300,310
45.5,-69.22,301,310
45.5,-69.0,302,310
45.5,-68.78,303,292
45.5,-68.56,304,292
45.5,-68.34,305,292
45.5,-68.12,306,292
45.5,-67.9,307,292
45.5,-67.68,308,292
45.72,-70.32,309,310
45.72,-70.1,310,310
45.72,-69.88,311,310
45.72,-69.66,312,310
45.72,-69.44,313,310
45.72,-69.22,314,310
45.72,-69.0,315,310
45.72,-68.78,316,310
45.72,-68.56,317,310
45.72,-68.34,318,359
45.72,-68.12,319,292
45.72,-67.9,320,292
45.94,-70.1,321,310
45.94,-69.88,322,310
45.94,-69.66,323,310
45.94,-69.44,324,359
45.94,-69.22,325,310
45.94,-69.0,326,310
45.94,-68.78,327,310
45.94,-68.56,328,359
45.94,-68.34,329,359
45.94,-68.12,330,292
45.94,-67.9,331,292
46.16,-70.1,332,292
46.16,-69.88,333,292
46.16,-69.66,334,310
46.16,-69.44,335,359
46.16,-69.22,336,359
46.16,-69.0,337,310
46.16,-68.78,338,310
46.16,-68.56,339,292
46.16,-68.34,340,359
46.16,-68.12,341,359
46.16,-67.9,342,359
46.38,-70.1,343,310
46.38,-69.88,344,359
46.38,-69.66,345,359
46.38,-69.44,346,359
46.38,-69.22,347,359
46.38,-69.0,348,310
46.38,-68.78,349,359
46.38,-68.56,350,359
46.38,-68.34,351,359
46.38,-68.12,352,359
46.38,-67.9,353,359
46.6,-69.88,354,359
46.6,-69.66,355,359
46.6,-69.44,356,359
46.6,-69.22,357,359
46.6,-69.0,358,359
46.6,-68.78,359,359
46.6,-68.56,360,359
